번호,ID,문제 파일명,정답 파일명,출처,연도,과목,단원,관련 과목,정답률,난이도,답
"263","ee7c1ca8-b07c-4406-91bd-c91a5fae8dfc","생윤111.png","생윤111-a.png","2025학년도 9월 모평 12번","2025","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","66","중","3"
"264","5744e709-0997-40d4-b4d4-0376b8f8e350","경제568.png","경제568-a.png","2019년 10월 학평 19번","2019","통합사회 2","자산 관리와 금융 생활 설계","경제","53","중","1"
"265","0c2d74f0-75ae-46eb-b1b1-797607dad9c2","版力214.png","版力214-a.png","2023학년도 9월 모평 4번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","85","하","2"
"266","41137473-9920-4d8e-a2d2-ec090ef42d17","생윤110.png","생윤110-a.png","2025학년도 9월 모평 9번","2025","통합사회 2","인권의 의미와 현대 사회의 인권","생활과 윤리","49","중","4"
"267","dde26474-e6e7-4cd2-bea3-233354c2ef4c","경제567.png","경제567-a.png","2020학년도 수능 8번","2020","통합사회 2","자산 관리와 금융 생활 설계","경제","66","하","1"
"268","59e1e938-b97d-410f-9866-02d61cd036d4","版力213.png","版力213-a.png","2020년 10월 학평 19번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","60","하","5"
"269","49f5d498-6a4d-4aeb-930c-cbbc2267129b","생윤109.png","생윤109-a.png","2025학년도 6월 모평 14번","2025","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","40","상","3"
"270","5785212f-39aa-454d-b25e-7d575c07740a","경제565.png","경제565-a.png","2022학년도 9월 모평 13번","2022","통합사회 2","자산 관리와 금융 생활 설계","경제","58","중","5"
"271","0f92f2fa-297b-414d-955e-917560b9ecad","생윤108.png","생윤108-a.png","2019년 3월 학평 13번","2019","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","62","하","1"
"272","4e1c5f65-d445-40ca-b88b-671d44333af1","경제564.png","경제564-a.png","2020년 10월 학평 8번","2020","통합사회 2","자산 관리와 금융 생활 설계","경제","83","하","4"
"273","a36bc9c5-3608-47dc-9c1e-e5bca4868bc1","版力212.png","版力212-a.png","2020년 7월 학평 17번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","80","하","1"
"274","a135d2d2-8252-4f49-bbae-c685fa6a2df6","版力211.png","版力211-a.png","2024년 7월 학평 15번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","77","하","1"
"275","9c95cf16-90aa-4f38-8fd9-5460f99bcfbb","경제563.png","경제563-a.png","2024년 7월 학평 9번","2024","통합사회 2","자산 관리와 금융 생활 설계","경제","67","하","4"
"276","a9513efe-3136-4a8e-b611-e2ba05ce1eee","생윤107.png","생윤107-a.png","2024학년도 9월 모평 7번","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","36","상","1"
"277","1234d98e-1d21-481d-a0be-437dcc2e919b","생윤106.png","생윤106-a.png","2024학년도 6월 모평 5번","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","41","중","5"
"278","c43731df-ab4c-498b-a6cb-e61342c5c3f0","경제562.png","경제562-a.png","2022학년도 수능 13벙","2022","통합사회 2","자산 관리와 금융 생활 설계","경제","87","하","1"
"279","61387586-0dec-4652-a1d6-ef4fb9821a22","版力210.png","版力210-a.png","2021년 7월 학평 9번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","58","중","2"
"280","e0bd0cbc-3222-459a-bb1f-f6293ccf3cc7","생윤105.png","생윤105-a.png","2023학년도 수능 14번","2023","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","46","중","3"
"281","ff29ad29-b2ed-46e9-b774-7d3b526b7e9f","版力209.png","版力209-a.png","2019년 10월 학평 17번","2019","통합사회 2","합리적 선택과 경제 주체의 역할","경제","43","중","2"
"282","b8401e13-c9d8-4a7a-8014-aaeb977637d0","경제561.png","경제561-a.png","2020년 4월 학평 13번","2020","통합사회 2","자산 관리와 금융 생활 설계","경제","56","중","2"
"283","c9d2070b-8794-47b5-9608-2e84ece5dac0","생윤104.png","생윤104-a.png","2020년 4월 학평 7번","2020","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","37","상","4"
"284","9f76fefb-56ea-4d6f-a8de-36a29f996426","경제560.png","경제560-a.png","2023년 10월 학평 9번","2023","통합사회 2","자산 관리와 금융 생활 설계","경제","34","상","3"
"285","49b5734c-f20f-4743-a34d-50ecb60cf5a9","版力208.png","版力208-a.png","2021학년도 6월 모평 19번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","68","하","3"
"286","b51a4225-76a1-408c-9f48-aa3e9485b02b","경제103.png","경제103-a.png","2021학년도 수능 2번","2021","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","93","하","3"
"287","bce2645d-bb17-410e-928f-7e70d4387ef7","경제559.png","경제559-a.png","2024학년도 수능 8번","2024","통합사회 2","자산 관리와 금융 생활 설계","경제","83","하","4"
"288","c07bbd76-2e54-4278-bf99-f381498e46f0","版力207.png","版力207-a.png","2021년 3월 학평 1번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","86","하","1"
"289","afba1c2b-e244-4603-bbf2-291b71a165c4","생윤103.png","생윤103-a.png","2020학년도 6월 모평 12번","2020","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","48","중","3"
"290","68a711eb-1462-4997-b1f7-f40632cb9ce3","경제558.png","경제558-a.png","2023년 10월 학평 15번","2023","통합사회 2","자산 관리와 금융 생활 설계","경제","71","하","4"
"291","7a58578d-f63b-4355-8b9f-c743d4e18f6b","경제102.png","경제102-a.png","2023년 3월 학평 2번","2023","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","88","하","2"
"292","fb41c738-b7b6-488f-bff5-76680998b674","版力206.png","版力206-a.png","2021년 10월 학평 11번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","79","하","2"
"293","9a5e0eac-6180-4dfb-9707-8606222c51fa","생윤102.png","생윤102-a.png","2022년 10월 학평 19번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","24","상","4"
"294","466c6ed8-cdba-4846-a22f-2951bba7dd07","版力205.png","版力205-a.png","2021년 10월 학평 15번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","61","하","5"
"295","01bf34a4-e50d-40ce-a742-ffed54b11640","생윤101.png","생윤101-a.png","2023학년도 9월 모평 8번","2023","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","68","하","4"
"296","afae9df5-c0d3-40f8-b35f-4cd5d51764a1","경제557.png","경제557-a.png","2023년 10월 학평 9번","2023","통합사회 2","자산 관리와 금융 생활 설계","경제","77","하","4"
"297","cf635043-2e93-4909-a823-2defbe96ceae","경제101.png","경제101-a.png","2020년 10월 학평 17번","2020","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","85","하","2"
"298","1307452b-d99f-4aff-88e1-0279a45b7340","생윤100.png","생윤100-a.png","2023년 4월 학평 3번","2023","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","53","중","2"
"299","cde04709-8fd2-41aa-be1b-8adfab5db8c1","경제100.png","경제100-a.png","2022학년도 6월 모평 4번","2022","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","93","하","1"
"300","71d33117-c107-4b4e-9f34-2e1b3f2110f1","版力204.png","版力204-a.png","2020년 10월 학평 12번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","72","하","3"
"301","163bb24f-e13f-4c21-bd45-0026b1482017","경제556.png","경제556-a.png","2024학년도 9월 모평 12번","2024","통합사회 2","자산 관리와 금융 생활 설계","경제","81","하","1"
"302","26013a8c-09d4-4c80-becb-5782ee54ec05","경제99.png","경제99-a.png","2021학년도 6월 모평 1번","2021","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","87","하","1"
"303","d074a8e5-ed3d-41a9-8b41-8198ffd895e2","版力203.png","版力203-a.png","2023학년도 수능 11번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","68","하","3"
"304","e577c5f8-9d96-4c8c-9da4-fb8f9557bc9c","생윤99.png","생윤99-a.png","2021학년도 9월 모평 7번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","44","중","2"
"305","0c8af0b6-7636-439e-90e6-6622fc486fd6","경제554.png","경제554-a.png","2020년 10월 학평 20번","2020","통합사회 2","자산 관리와 금융 생활 설계","경제","62","하","5"
"306","db56ac6b-ddaf-4476-9da7-0db1b6819fc0","생윤98.png","생윤98-a.png","2020학년도 수능 18번","2020","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","53","중","2"
"307","2ac99c4b-ef76-46e9-86f4-a7badfff09d7","경제553.png","경제553-a.png","2020학년도 6월 모평 18번","2020","통합사회 2","자산 관리와 금융 생활 설계","경제","71","하","3"
"308","a689dc7d-2c75-4d9d-8944-9521213c97e6","경제98.png","경제98-a.png","2020년 4월 학평 2번","2020","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","91","하","4"
"309","2e13210e-f68c-47b6-ad8f-e6b6ced3ee35","版力202.png","版力202-a.png","2023년 3월 학평 5번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","66","하","3"
"310","5d123355-662b-4f50-8a4d-4adabc652212","경제97.png","경제97-a.png","2024년 7월 학평 17번","2024","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","90","하","1"
"311","ae1804b3-e163-4dd7-91ac-16db57aa750f","생윤97.png","생윤97-a.png","2021년 4월 학평 14번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","39","상","3"
"312","06313673-337f-448b-9ce5-c3a0847c4b26","경제552.png","경제552-a.png","2022학년도 9월 모평 15번","2022","통합사회 2","자산 관리와 금융 생활 설계","경제","72","하","1"
"313","63499224-a51b-4f72-85ad-1e17928f3ed1","版力201.png","版力201-a.png","2025학년도 6월 모평 5번","2025","통합사회 2","합리적 선택과 경제 주체의 역할","경제","75","하","2"
"314","ef2c5543-5b03-4d59-82f0-d5a29d473e60","경제96.png","경제96-a.png","2019년 3월 학평 11번","2019","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","85","하","1"
"315","10e4f732-3f1e-42b5-91db-868dbdcc1169","경제551.png","경제551-a.png","2019년 7월 학평 8번","2019","통합사회 2","자산 관리와 금융 생활 설계","경제","72","하","1"
"316","e208abc7-f4c1-40b2-957b-21e4d33ad933","생윤96.png","생윤96-a.png","2023학년도 6월 모평 12번","2023","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","53","중","4"
"317","af4afc8a-c7f2-4bd7-9747-8471b0469d3d","版力200.png","版力200-a.png","2022학년도 수능 3번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","96","하","3"
"318","f2fbe87f-1370-498f-a87f-3c024c19e1ec","경제95.png","경제95-a.png","2021학년도 9월 모평 2번","2021","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","93","하","3"
"319","8b9f9660-ef11-4a85-a458-4aa6fe47ec08","版力199.png","版力199-a.png","2020년 3월 학평 4번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","58","중","4"
"320","99b4752b-e9e4-4c47-9293-ed4e21aa465a","생윤95.png","생윤95-a.png","2019년 4월 학평 12번","2019","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","61","하","3"
"321","f74f8b98-07d3-4512-ad33-0e56a54959d1","경제550.png","경제550-a.png","2024학년도 6월 모평 8번","2024","통합사회 2","자산 관리와 금융 생활 설계","경제","83","하","5"
"322","9d7f72d0-a813-42b9-b135-55600e484941","경제549.png","경제549-a.png","2025학년도 9월 모평 9번","2025","통합사회 2","자산 관리와 금융 생활 설계","경제","59","중","3"
"323","9998c98e-dd18-4233-ad8a-f81d597e0171","경제94.png","경제94-a.png","2021년 7월 학평 3번","2021","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","89","하","1"
"324","ce95d6b3-98fb-48b7-9658-5342183e48e9","생윤94.png","생윤94-a.png","2024년 4월 학평 13번","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","63","하","3"
"325","f0865d60-a73d-4d27-9713-271ec36fbc8b","版力198.png","版力198-a.png","2024년 7월 학평 14번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","35","상","3"
"326","6fba9b18-814b-49f5-b418-64a387c2a812","생윤93.png","생윤93-a.png","2021년 7월 학평 17번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","55","중","2"
"327","eade1e6c-872f-4916-986a-5e56ac008a21","경제548.png","경제548-a.png","2021년 3월 학평 2번","2021","통합사회 2","자산 관리와 금융 생활 설계","경제","86","하","5"
"328","25f36aa2-deaf-4e30-bd60-a0d07d5e8027","경제93.png","경제93-a.png","2021년 10월 학평 4번","2021","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","93","하","2"
"329","a111d059-4864-45cc-9193-cbbb9f7d6ecd","版力197.png","版力197-a.png","2020년 7월 학평 11번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","59","중","4"
"330","2b003e44-3bd8-4863-9b25-e02a21f8235a","생윤92.png","생윤92-a.png","2024년 7월 학평 7번","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","56","중","1"
"331","a21bf7b5-33a5-4ec4-9ccf-57594c4a3807","版力196.png","版力196-a.png","2022년 7월 학평 5번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","64","하","2"
"332","3102a207-0279-4a44-87ac-2035f8d1f9e2","경제547.png","경제547-a.png","2024년 10월 학평 15번","2024","통합사회 2","자산 관리와 금융 생활 설계","경제","80","하","4"
"333","114c7e82-7a64-4828-9917-04a6f60c95d9","경제92.png","경제92-a.png","2023학년도 6월 모평 2번","2023","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","89","하","5"
"334","7a0d644a-b3b7-4d53-97d8-0aa1e2e91cf7","경제91.png","경제91-a.png","2024년 3월 학평 9번","2024","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","82","하","2"
"335","2fc21f5f-cdac-4ddb-a20f-5143e5e0f1fd","版力195.png","版力195-a.png","2021년 7월 학평 17번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","64","하","3"
"336","93bb125b-36a1-48e0-a669-efa053283786","생윤91.png","생윤91-a.png","2019년 7월 학평 3번","2019","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","45","중","1"
"337","e60cee68-85f8-4dd7-b1d9-7a6c38fb94fb","경제546.png","경제546-a.png","2023학년도 9월 모평 20번","2023","통합사회 2","자산 관리와 금융 생활 설계","경제","55","중","4"
"338","43c1b10a-4a5f-4143-a64c-45309a1ce6f9","版力194.png","版力194-a.png","2020학년도 수능 19번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","37","상","4"
"339","f7d32e2e-3147-46c4-8452-61bfb476505a","경제90.png","경제90-a.png","2025학년도 6월 모평 2번","2025","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","85","하","1"
"340","a6b9e047-b98f-4648-8811-dc063ea58640","경제545.png","경제545-a.png","2023년 3월 학평 17번","2023","통합사회 2","자산 관리와 금융 생활 설계","경제","76","하","2"
"341","67ddd032-0f2d-4f8f-84af-59c724d2af79","생윤90.png","생윤90-a.png","2024년 3월 학평 4번","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","45","중","3"
"342","4a933129-fe0a-43af-9531-270a566279a7","생윤89.png","생윤89-a.png","2021학년도 6월 모평 11번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","64","하","2"
"343","d3051514-ec55-4b0a-8d73-8585e113df61","경제544.png","경제544-a.png","2021년 7월 학평 15번","2021","통합사회 2","자산 관리와 금융 생활 설계","경제","67","하","5"
"344","72f470fb-3c12-4298-b9a1-a8f13a514640","경제89.png","경제89-a.png","2022학년도 수능 1번","2022","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","96","하","1"
"345","db2ee4d6-8342-4f04-ac1c-e328d075d6dc","版力193.png","版力193-a.png","2022학년도 9월 모평 4번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","89","하","3"
"346","88789790-d862-4bc0-8ea0-38b03d0a8bb8","版力192.png","版力192-a.png","2023년 10월 학평 11번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","74","하","4"
"347","5ba65806-ee66-4a4b-87fc-d89a7a25ead9","경제543.png","경제543-a.png","2021학년도 6월 모평 5번","2021","통합사회 2","자산 관리와 금융 생활 설계","경제","73","하","5"
"348","30f17b30-862a-45cb-866c-064eccf3491a","경제88.png","경제88-a.png","2022년 3월 학평 6번","2022","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","90","하","1"
"349","34a50b02-198a-4662-88d7-23c6af467d35","생윤88.png","생윤88-a.png","2022년 7월 학평 14번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","51","중","3"
"350","ccc8c9a4-2938-4b7c-b132-e2fe11a6ca70","생윤87.png","생윤87-a.png","2022학년도 9월 모평 17번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","45","중","5"
"351","a449853b-f111-481d-bea4-3c6beb741f2b","경제87.png","경제87-a.png","2024년 4월 학평 2번","2024","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","92","하","2"
"352","27923494-bbce-40f7-95a1-10a067fa441e","版力191.png","版力191-a.png","2023학년도 9월 모평 11번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","70","하","1"
"353","015f5fa1-1150-4db4-a5ec-acffbf8a1811","경제542.png","경제542-a.png","2023학년도 수능 14번","2023","통합사회 2","자산 관리와 금융 생활 설계","경제","54","중","4"
"354","39522040-98a7-4909-81c1-fde9c4cacabf","版力190.png","版力190-a.png","2021학년도 6월 모평 4번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","64","하","4"
"355","2de78a8b-f587-4589-aed8-1308af6e7249","경제86.png","경제86-a.png","2021년 3월 학평 4번","2021","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","91","하","3"
"356","d63e2e78-e5d1-4b20-a6f4-44debe3a6a92","생윤86.png","생윤86-a.png","2022학년도 수능 3번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","63","하","1"
"357","40d0ccb4-6b8c-419f-b59b-cec2340039ec","경제541.png","경제541-a.png","2023학년도 수능 13번","2023","통합사회 2","자산 관리와 금융 생활 설계","경제","82","하","1"
"358","36e1bae8-11ad-4eca-8a8f-5df4ae99f606","경제85.png","경제85-a.png","2022학년도 9월 모평 1번","2022","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","95","하","2"
"359","8efeba0d-c39f-41d9-9206-90114614ed09","版力189.png","版力189-a.png","2021학년도 9월 모평 7번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","68","하","4"
"360","fad3cfb8-960b-4b0b-bb38-02c068b872b6","생윤85.png","생윤85-a(정답파일확인필요).png","2022년 4월 학평 18번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","71","하","3"
"361","7f496715-6380-47d4-a755-d5efbb199d20","경제540.png","경제540-a.png","2024년 4월 학평 16번","2024","통합사회 2","자산 관리와 금융 생활 설계","경제","69","하","4"
"362","a54bb0a0-be72-4507-999c-1218564e799c","경제539.png","경제539-a.png","2022년 3월 학평 8번","2022","통합사회 2","자산 관리와 금융 생활 설계","경제","51","중","2"
"363","ea573e2d-e922-4a53-a049-47a2810e4008","경제84.png","경제84-a.png","2024학년도 9월 모평 2번","2024","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","94","하","2"
"364","6768083d-dc4d-4c97-b927-e05a39869dbb","생윤84.png","생윤84-a.png","2023년 3월 학평 17번","2023","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","37","상","4"
"365","b3325a91-e0a6-4238-9d41-f4bd2e6ad912","版力188.png","版力188-a.png","2021학년도 수능 9번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","81","하","2"
"366","4ec76b09-dcfc-4def-aaa0-33766228cebe","경제538.png","경제538-a.png","2023학년도 6월 모평 14번","2023","통합사회 2","자산 관리와 금융 생활 설계","경제","59","중","3"
"367","b32973fa-443d-4468-b4e2-89e4b3d1c0c5","생윤83.png","생윤83-a.png","2020년 10월 학평 4번","2020","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","58","중","1"
"368","b50a465c-843e-4990-9aa7-d6a518bf17c7","경제83.png","경제83-a.png","2023년 10월 학평 2번","2023","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","95","하","1"
"369","35d9cf7d-ab4a-4352-b4a0-d47de585df1d","版力187.png","版力187-a.png","2022학년도 수능 4번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","82","하","3"
"370","712938c5-c3d6-4b76-bedc-9977e7a3f8e8","경제82.png","경제82-a.png","2024학년도 수능 2번","2024","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","97","하","3"
"371","6c309898-4e70-4705-aaf5-15278d763d71","版力186.png","版力186-a.png","2022년 4월 학평 10번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","54","중","2"
"372","8e87e9bc-c0ab-4c0d-a057-e3e431545506","생윤82.png","생윤82-a.png","2023년 10월 학평 10번","2023","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","79","하","3"
"373","c47a8b86-951c-4980-af6d-72abe937ca04","경제537.png","경제537-a.png","2022학년도 6월 모평 3번","2022","통합사회 2","자산 관리와 금융 생활 설계","경제","79","하","2"
"374","5933edac-9fa5-4d55-bf07-548ea28497f1","생윤81.png","생윤81-a.png","2021학년도 수능 12번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","67","하","4"
"375","817cc8b8-c69b-411d-9a70-d098c370c81f","경제81.png","경제81-a.png","2020학년도 9월 모평 2번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","78","하","1"
"376","5f31db96-e2b3-4a20-8142-df0e85d3f3ac","경제536.png","경제536-a.png","2025학년도 6월 모평 14번","2025","통합사회 2","자산 관리와 금융 생활 설계","경제","67","하","5"
"377","a3f36929-37f9-4376-8e0f-19f2d9f84fe7","版力185.png","版力185-a.png","2024학년도 6월 모평 11번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","70","하","2"
"378","ef0698e0-bd37-4cb9-9abc-2ce71c5df809","版力184.png","版力184-a.png","2023학년도 6월 모평 3번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","72","하","4"
"379","c4fb99e6-7c71-4a61-833c-09997cd25a2a","생윤80.png","생윤80-a.png","2020년 7월 학평 16번","2020","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","46","중","1"
"380","19d5729f-504e-4a93-9b8b-8ac166ebf16c","경제80.png","경제80-a.png","2022학년도 9월 모평 3번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","92","하","2"
"381","8cfc4119-3efd-42ad-bec1-220602f904d0","경제535.png","경제535-a.png","2022년 4월 학평 8번","2022","통합사회 2","자산 관리와 금융 생활 설계","경제","51","중","2"
"382","69fa49c9-0430-4122-b87c-89d4e0570850","생윤79.png","생윤79-a.png","2024학년도 수능 9번","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","44","중","1"
"383","04ac581a-6de3-4e03-a452-7f84743ae81c","경제79.png","경제79-a.png","2020년 3월 학평 2번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","78","하","4"
"384","47a09f9b-39b2-40b8-81e9-48b3bd7bd5cd","경제534.png","경제534-a.png","2023학년도 6월 모평 20번","2023","통합사회 2","자산 관리와 금융 생활 설계","경제","53","중","1"
"385","e762cedd-dbaf-4dab-8909-f35304f2fe9e","版力183.png","版力183-a.png","2023년 4월 학평 5번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","59","중","1"
"386","e72a5c14-e9e2-4ab5-a0cf-0f985c49183d","경제78.png","경제78-a.png","2020년 7월 학평 1번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","85","하","2"
"387","adb9fc77-2783-4f03-a345-4aed48dd6d67","版力182.png","版力182-a.png","2022년 3월 학평 3번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","57","중","1"
"388","f74882ae-2e27-47d1-84e8-a2047348fe44","생윤78.png","생윤78-a.png","2023년 7월 학평 12번","2023","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","46","중","2"
"389","39321d46-3b1e-40d8-a922-4286a4682650","경제533.png","경제533-a.png","2022년 3월 학평 13번","2022","통합사회 2","자산 관리와 금융 생활 설계","경제","61","하","2"
"390","7d080c54-7c81-4f80-9e0e-dbf8bba9aa10","版力181.png","版力181-a.png","2023년 7월 학평 16번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","53","중","2"
"391","528162f6-9398-4a2f-8b0a-758cc331d19d","경제77.png","경제77-a.png","2023년 7월 학평 4번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","93","하","5"
"392","50212765-d05f-49c4-9aee-bc0421066c23","경제532.png","경제532-a.png","2021년 4월 학평 19번","2021","통합사회 2","자산 관리와 금융 생활 설계","경제","85","하","3"
"393","d99486b2-65b7-46bc-9956-979a202049e7","생윤77.png","생윤77-a.png","2022학년도 6월 모평 16번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","44","중","2"
"394","a6d5b677-db77-4810-9120-8ed0efe6b418","경제531.png","경제531-a.png","2021년 7월 학평 10번","2021","통합사회 2","자산 관리와 금융 생활 설계","경제","71","하","4"
"395","d33bf513-a942-4487-a004-39b8f380bae0","경제76.png","경제76-a.png","2025학년도 수능 10번","2025","통합사회 2","합리적 선택과 경제 주체의 역할","경제","36","상","4"
"396","85d3232d-76b5-4a62-b4a3-8a853df2be8a","생윤76.png","생윤76-a.png","2020학년도 9월 모평 7번","2020","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","52","중","3"
"397","940c4880-d555-480a-9d1c-afdac3f4f4bb","版力180.png","版力180-a.png","2021년 4월 학평 8번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","80","하","4"
"398","431f745b-e147-4377-874b-d8038a6e3d66","생윤75.png","생윤75-a.png","2021년 3월 학평 7번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","61","하","4"
"399","2c08026c-821c-489e-b10a-75e703fa943c","경제530.png","경제530-a.png","2021년 10월 학평 19번","2021","통합사회 2","자산 관리와 금융 생활 설계","경제","87","하","4"
"400","3def2809-b3e4-4519-afa3-70f1002a8499","版力179.png","版力179-a.png","2019년 7월 학평 6번","2019","통합사회 2","합리적 선택과 경제 주체의 역할","경제","79","하","2"
"401","577ff703-874b-468b-b3cb-ae87a1f81314","경제75.png","경제75-a.png","2021학년도 수능 14번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","56","중","3"
"402","25a916be-3b77-42b9-90ee-75af5d1586ab","版力178.png","版力178-a.png","2024년 3월 학평 10번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","66","하","3"
"403","b9d811e8-0e58-4078-a855-9ac5ae534b29","경제529.png","경제529-a.png","2020학년도 수능 11번","2020","통합사회 2","자산 관리와 금융 생활 설계","경제","68","하","2"
